script,iteration,mode,nav_steps,nav_ratio,fix_type,fix_score
test.py,1,baseline,2,0.011428571428571429,GOOD_FIX,1.0
test.py,1,explain,1,0.011428571428571429,GOOD_FIX,1.0
test.py,1,diff,1,0.011428571428571429,GOOD_FIX,1.0
test.py,1,both,0,0.011428571428571429,GOOD_FIX,1.0
test1.py,1,baseline,56,0.27586206896551724,GOOD_FIX,1.0
test1.py,1,explain,39,0.27586206896551724,GOOD_FIX,1.0
test1.py,1,diff,28,0.27586206896551724,GOOD_FIX,1.0
test1.py,1,both,22,0.27586206896551724,GOOD_FIX,1.0
test2.py,1,baseline,23,0.21495327102803738,GOOD_FIX,1.0
test2.py,1,explain,16,0.21495327102803738,GOOD_FIX,1.0
test2.py,1,diff,11,0.21495327102803738,GOOD_FIX,1.0
test2.py,1,both,9,0.21495327102803738,GOOD_FIX,1.0
test3.py,1,baseline,1,0.009345794392523364,GOOD_FIX,1.0
test3.py,1,explain,0,0.009345794392523364,GOOD_FIX,1.0
test3.py,1,diff,0,0.009345794392523364,GOOD_FIX,1.0
test3.py,1,both,0,0.009345794392523364,GOOD_FIX,1.0
test4.py,1,baseline,0,0.0,GOOD_FIX,1.0
test4.py,1,explain,0,0.0,GOOD_FIX,1.0
test4.py,1,diff,0,0.0,GOOD_FIX,1.0
test4.py,1,both,0,0.0,GOOD_FIX,1.0
test5.py,1,baseline,3,0.05172413793103448,GOOD_FIX,1.0
test5.py,1,explain,2,0.05172413793103448,GOOD_FIX,1.0
test5.py,1,diff,1,0.05172413793103448,GOOD_FIX,1.0
test5.py,1,both,1,0.05172413793103448,GOOD_FIX,1.0
test6.py,1,baseline,4,0.36363636363636365,PARTIAL_FIX,0.5
test6.py,1,explain,2,0.36363636363636365,PARTIAL_FIX,0.5
test6.py,1,diff,2,0.36363636363636365,PARTIAL_FIX,0.5
test6.py,1,both,1,0.36363636363636365,PARTIAL_FIX,0.5
test7.py,1,baseline,1,0.04,GOOD_FIX,1.0
test7.py,1,explain,0,0.04,GOOD_FIX,1.0
test7.py,1,diff,0,0.04,GOOD_FIX,1.0
test7.py,1,both,0,0.04,GOOD_FIX,1.0
test8.py,1,baseline,3,0.11538461538461539,GOOD_FIX,1.0
test8.py,1,explain,2,0.11538461538461539,GOOD_FIX,1.0
test8.py,1,diff,1,0.11538461538461539,GOOD_FIX,1.0
test8.py,1,both,1,0.11538461538461539,GOOD_FIX,1.0
test9.py,1,baseline,0,0.0,GOOD_FIX,1.0
test9.py,1,explain,0,0.0,GOOD_FIX,1.0
test9.py,1,diff,0,0.0,GOOD_FIX,1.0
test9.py,1,both,0,0.0,GOOD_FIX,1.0
test10.py,1,baseline,0,0.0,GOOD_FIX,1.0
test10.py,1,explain,0,0.0,GOOD_FIX,1.0
test10.py,1,diff,0,0.0,GOOD_FIX,1.0
test10.py,1,both,0,0.0,GOOD_FIX,1.0
test11.py,1,baseline,25,0.07598784194528875,GOOD_FIX,1.0
test11.py,1,explain,17,0.07598784194528875,GOOD_FIX,1.0
test11.py,1,diff,12,0.07598784194528875,GOOD_FIX,1.0
test11.py,1,both,10,0.07598784194528875,GOOD_FIX,1.0
test12.py,1,baseline,23,0.15436241610738255,GOOD_FIX,1.0
test12.py,1,explain,16,0.15436241610738255,GOOD_FIX,1.0
test12.py,1,diff,11,0.15436241610738255,GOOD_FIX,1.0
test12.py,1,both,9,0.15436241610738255,GOOD_FIX,1.0
test13.py,1,baseline,5,0.047619047619047616,GOOD_FIX,1.0
test13.py,1,explain,3,0.047619047619047616,GOOD_FIX,1.0
test13.py,1,diff,2,0.047619047619047616,GOOD_FIX,1.0
test13.py,1,both,2,0.047619047619047616,GOOD_FIX,1.0
test14.py,1,baseline,97,0.5914634146341463,PARTIAL_FIX,0.5
test14.py,1,explain,67,0.5914634146341463,PARTIAL_FIX,0.5
test14.py,1,diff,48,0.5914634146341463,PARTIAL_FIX,0.5
test14.py,1,both,38,0.5914634146341463,PARTIAL_FIX,0.5
test15.py,1,baseline,17,0.24285714285714285,GOOD_FIX,1.0
test15.py,1,explain,11,0.24285714285714285,GOOD_FIX,1.0
test15.py,1,diff,8,0.24285714285714285,GOOD_FIX,1.0
test15.py,1,both,6,0.24285714285714285,GOOD_FIX,1.0
test16.py,1,baseline,170,0.368763557483731,PARTIAL_FIX,0.5
test16.py,1,explain,118,0.368763557483731,PARTIAL_FIX,0.5
test16.py,1,diff,85,0.368763557483731,PARTIAL_FIX,0.5
test16.py,1,both,68,0.368763557483731,PARTIAL_FIX,0.5
test17.py,1,baseline,30,0.38461538461538464,PARTIAL_FIX,0.5
test17.py,1,explain,21,0.38461538461538464,PARTIAL_FIX,0.5
test17.py,1,diff,15,0.38461538461538464,PARTIAL_FIX,0.5
test17.py,1,both,12,0.38461538461538464,PARTIAL_FIX,0.5
test18.py,1,baseline,3,0.04838709677419355,GOOD_FIX,1.0
test18.py,1,explain,2,0.04838709677419355,GOOD_FIX,1.0
test18.py,1,diff,1,0.04838709677419355,GOOD_FIX,1.0
test18.py,1,both,1,0.04838709677419355,GOOD_FIX,1.0
test19.py,1,baseline,22,0.24719101123595505,GOOD_FIX,1.0
test19.py,1,explain,15,0.24719101123595505,GOOD_FIX,1.0
test19.py,1,diff,11,0.24719101123595505,GOOD_FIX,1.0
test19.py,1,both,8,0.24719101123595505,GOOD_FIX,1.0
test20.py,1,baseline,43,0.5308641975308642,PARTIAL_FIX,0.5
test20.py,1,explain,30,0.5308641975308642,PARTIAL_FIX,0.5
test20.py,1,diff,21,0.5308641975308642,PARTIAL_FIX,0.5
test20.py,1,both,17,0.5308641975308642,PARTIAL_FIX,0.5
