script,iteration,mode,nav_steps,nav_ratio,fix_type,fix_score
test.py,1,baseline,0,0.0,GOOD_FIX,1.0
test.py,1,explain,0,0.0,GOOD_FIX,1.0
test.py,1,diff,0,0.0,GOOD_FIX,1.0
test.py,1,both,0,0.0,GOOD_FIX,1.0
test1.py,1,baseline,0,0.0,GOOD_FIX,1.0
test1.py,1,explain,0,0.0,GOOD_FIX,1.0
test1.py,1,diff,0,0.0,GOOD_FIX,1.0
test1.py,1,both,0,0.0,GOOD_FIX,1.0
test2.py,1,baseline,45,0.2073732718894009,GOOD_FIX,1.0
test2.py,1,explain,31,0.2073732718894009,GOOD_FIX,1.0
test2.py,1,diff,22,0.2073732718894009,GOOD_FIX,1.0
test2.py,1,both,18,0.2073732718894009,GOOD_FIX,1.0
test3.py,1,baseline,0,0.0,GOOD_FIX,1.0
test3.py,1,explain,0,0.0,GOOD_FIX,1.0
test3.py,1,diff,0,0.0,GOOD_FIX,1.0
test3.py,1,both,0,0.0,GOOD_FIX,1.0
test4.py,1,baseline,33,0.1736842105263158,GOOD_FIX,1.0
test4.py,1,explain,23,0.1736842105263158,GOOD_FIX,1.0
test4.py,1,diff,16,0.1736842105263158,GOOD_FIX,1.0
test4.py,1,both,13,0.1736842105263158,GOOD_FIX,1.0
test5.py,1,baseline,23,0.42592592592592593,PARTIAL_FIX,0.5
test5.py,1,explain,16,0.42592592592592593,PARTIAL_FIX,0.5
test5.py,1,diff,11,0.42592592592592593,PARTIAL_FIX,0.5
test5.py,1,both,9,0.42592592592592593,PARTIAL_FIX,0.5
test6.py,1,baseline,0,0.0,GOOD_FIX,1.0
test6.py,1,explain,0,0.0,GOOD_FIX,1.0
test6.py,1,diff,0,0.0,GOOD_FIX,1.0
test6.py,1,both,0,0.0,GOOD_FIX,1.0
test7.py,1,baseline,42,0.12883435582822086,GOOD_FIX,1.0
test7.py,1,explain,29,0.12883435582822086,GOOD_FIX,1.0
test7.py,1,diff,21,0.12883435582822086,GOOD_FIX,1.0
test7.py,1,both,16,0.12883435582822086,GOOD_FIX,1.0
test8.py,1,baseline,0,0.0,GOOD_FIX,1.0
test8.py,1,explain,0,0.0,GOOD_FIX,1.0
test8.py,1,diff,0,0.0,GOOD_FIX,1.0
test8.py,1,both,0,0.0,GOOD_FIX,1.0
test9.py,1,baseline,6,0.10714285714285714,GOOD_FIX,1.0
test9.py,1,explain,4,0.10714285714285714,GOOD_FIX,1.0
test9.py,1,diff,3,0.10714285714285714,GOOD_FIX,1.0
test9.py,1,both,2,0.10714285714285714,GOOD_FIX,1.0
test10.py,1,baseline,21,0.17073170731707318,GOOD_FIX,1.0
test10.py,1,explain,14,0.17073170731707318,GOOD_FIX,1.0
test10.py,1,diff,10,0.17073170731707318,GOOD_FIX,1.0
test10.py,1,both,8,0.17073170731707318,GOOD_FIX,1.0
test11.py,1,baseline,12,0.034383954154727794,GOOD_FIX,1.0
test11.py,1,explain,8,0.034383954154727794,GOOD_FIX,1.0
test11.py,1,diff,6,0.034383954154727794,GOOD_FIX,1.0
test11.py,1,both,4,0.034383954154727794,GOOD_FIX,1.0
test12.py,1,baseline,0,0.0,GOOD_FIX,1.0
test12.py,1,explain,0,0.0,GOOD_FIX,1.0
test12.py,1,diff,0,0.0,GOOD_FIX,1.0
test12.py,1,both,0,0.0,GOOD_FIX,1.0
test13.py,1,baseline,3,0.009287925696594427,GOOD_FIX,1.0
test13.py,1,explain,2,0.009287925696594427,GOOD_FIX,1.0
test13.py,1,diff,1,0.009287925696594427,GOOD_FIX,1.0
test13.py,1,both,1,0.009287925696594427,GOOD_FIX,1.0
test14.py,1,baseline,127,0.22965641952983726,GOOD_FIX,1.0
test14.py,1,explain,88,0.22965641952983726,GOOD_FIX,1.0
test14.py,1,diff,63,0.22965641952983726,GOOD_FIX,1.0
test14.py,1,both,50,0.22965641952983726,GOOD_FIX,1.0
test15.py,1,baseline,0,0.0,GOOD_FIX,1.0
test15.py,1,explain,0,0.0,GOOD_FIX,1.0
test15.py,1,diff,0,0.0,GOOD_FIX,1.0
test15.py,1,both,0,0.0,GOOD_FIX,1.0
test16.py,1,baseline,99,0.4669811320754717,PARTIAL_FIX,0.5
test16.py,1,explain,69,0.4669811320754717,PARTIAL_FIX,0.5
test16.py,1,diff,49,0.4669811320754717,PARTIAL_FIX,0.5
test16.py,1,both,39,0.4669811320754717,PARTIAL_FIX,0.5
test17.py,1,baseline,18,0.25,GOOD_FIX,1.0
test17.py,1,explain,12,0.25,GOOD_FIX,1.0
test17.py,1,diff,9,0.25,GOOD_FIX,1.0
test17.py,1,both,7,0.25,GOOD_FIX,1.0
test18.py,1,baseline,13,0.034759358288770054,GOOD_FIX,1.0
test18.py,1,explain,9,0.034759358288770054,GOOD_FIX,1.0
test18.py,1,diff,6,0.034759358288770054,GOOD_FIX,1.0
test18.py,1,both,5,0.034759358288770054,GOOD_FIX,1.0
test19.py,1,baseline,13,0.048507462686567165,GOOD_FIX,1.0
test19.py,1,explain,9,0.048507462686567165,GOOD_FIX,1.0
test19.py,1,diff,6,0.048507462686567165,GOOD_FIX,1.0
test19.py,1,both,5,0.048507462686567165,GOOD_FIX,1.0
