script,iteration,mode,nav_steps,nav_ratio,fix_type,fix_score
test.py,1,baseline,0,0.0,GOOD_FIX,1.0
test.py,1,explain,0,0.0,GOOD_FIX,1.0
test.py,1,diff,0,0.0,GOOD_FIX,1.0
test.py,1,both,0,0.0,GOOD_FIX,1.0
test1.py,1,baseline,0,0.0,GOOD_FIX,1.0
test1.py,1,explain,0,0.0,GOOD_FIX,1.0
test1.py,1,diff,0,0.0,GOOD_FIX,1.0
test1.py,1,both,0,0.0,GOOD_FIX,1.0
test2.py,1,baseline,9,0.45,PARTIAL_FIX,0.5
test2.py,1,explain,6,0.45,PARTIAL_FIX,0.5
test2.py,1,diff,4,0.45,PARTIAL_FIX,0.5
test2.py,1,both,3,0.45,PARTIAL_FIX,0.5
test3.py,1,baseline,3,0.08333333333333333,GOOD_FIX,1.0
test3.py,1,explain,2,0.08333333333333333,GOOD_FIX,1.0
test3.py,1,diff,1,0.08333333333333333,GOOD_FIX,1.0
test3.py,1,both,1,0.08333333333333333,GOOD_FIX,1.0
test4.py,1,baseline,0,0.0,GOOD_FIX,1.0
test4.py,1,explain,0,0.0,GOOD_FIX,1.0
test4.py,1,diff,0,0.0,GOOD_FIX,1.0
test4.py,1,both,0,0.0,GOOD_FIX,1.0
test5.py,1,baseline,0,0.0,GOOD_FIX,1.0
test5.py,1,explain,0,0.0,GOOD_FIX,1.0
test5.py,1,diff,0,0.0,GOOD_FIX,1.0
test5.py,1,both,0,0.0,GOOD_FIX,1.0
test6.py,1,baseline,18,0.2857142857142857,GOOD_FIX,1.0
test6.py,1,explain,12,0.2857142857142857,GOOD_FIX,1.0
test6.py,1,diff,9,0.2857142857142857,GOOD_FIX,1.0
test6.py,1,both,7,0.2857142857142857,GOOD_FIX,1.0
test7.py,1,baseline,6,0.0375,GOOD_FIX,1.0
test7.py,1,explain,4,0.0375,GOOD_FIX,1.0
test7.py,1,diff,3,0.0375,GOOD_FIX,1.0
test7.py,1,both,2,0.0375,GOOD_FIX,1.0
test8.py,1,baseline,90,0.054945054945054944,GOOD_FIX,1.0
test8.py,1,explain,62,0.054945054945054944,GOOD_FIX,1.0
test8.py,1,diff,45,0.054945054945054944,GOOD_FIX,1.0
test8.py,1,both,36,0.054945054945054944,GOOD_FIX,1.0
test9.py,1,baseline,50,0.25906735751295334,GOOD_FIX,1.0
test9.py,1,explain,35,0.25906735751295334,GOOD_FIX,1.0
test9.py,1,diff,25,0.25906735751295334,GOOD_FIX,1.0
test9.py,1,both,20,0.25906735751295334,GOOD_FIX,1.0
test10.py,1,baseline,99,0.22863741339491916,GOOD_FIX,1.0
test10.py,1,explain,69,0.22863741339491916,GOOD_FIX,1.0
test10.py,1,diff,49,0.22863741339491916,GOOD_FIX,1.0
test10.py,1,both,39,0.22863741339491916,GOOD_FIX,1.0
test11.py,1,baseline,34,0.17435897435897435,GOOD_FIX,1.0
test11.py,1,explain,23,0.17435897435897435,GOOD_FIX,1.0
test11.py,1,diff,17,0.17435897435897435,GOOD_FIX,1.0
test11.py,1,both,13,0.17435897435897435,GOOD_FIX,1.0
test12.py,1,baseline,0,0.0,GOOD_FIX,1.0
test12.py,1,explain,0,0.0,GOOD_FIX,1.0
test12.py,1,diff,0,0.0,GOOD_FIX,1.0
test12.py,1,both,0,0.0,GOOD_FIX,1.0
test13.py,1,baseline,4,0.037037037037037035,GOOD_FIX,1.0
test13.py,1,explain,2,0.037037037037037035,GOOD_FIX,1.0
test13.py,1,diff,2,0.037037037037037035,GOOD_FIX,1.0
test13.py,1,both,1,0.037037037037037035,GOOD_FIX,1.0
test14.py,1,baseline,34,0.0633147113594041,GOOD_FIX,1.0
test14.py,1,explain,23,0.0633147113594041,GOOD_FIX,1.0
test14.py,1,diff,17,0.0633147113594041,GOOD_FIX,1.0
test14.py,1,both,13,0.0633147113594041,GOOD_FIX,1.0
test15.py,1,baseline,0,0.0,GOOD_FIX,1.0
test15.py,1,explain,0,0.0,GOOD_FIX,1.0
test15.py,1,diff,0,0.0,GOOD_FIX,1.0
test15.py,1,both,0,0.0,GOOD_FIX,1.0
test16.py,1,baseline,41,0.06307692307692307,GOOD_FIX,1.0
test16.py,1,explain,28,0.06307692307692307,GOOD_FIX,1.0
test16.py,1,diff,20,0.06307692307692307,GOOD_FIX,1.0
test16.py,1,both,16,0.06307692307692307,GOOD_FIX,1.0
test17.py,1,baseline,42,0.08284023668639054,GOOD_FIX,1.0
test17.py,1,explain,29,0.08284023668639054,GOOD_FIX,1.0
test17.py,1,diff,21,0.08284023668639054,GOOD_FIX,1.0
test17.py,1,both,16,0.08284023668639054,GOOD_FIX,1.0
test18.py,1,baseline,36,0.3076923076923077,PARTIAL_FIX,0.5
test18.py,1,explain,25,0.3076923076923077,PARTIAL_FIX,0.5
test18.py,1,diff,18,0.3076923076923077,PARTIAL_FIX,0.5
test18.py,1,both,14,0.3076923076923077,PARTIAL_FIX,0.5
test19.py,1,baseline,16,0.14953271028037382,GOOD_FIX,1.0
test19.py,1,explain,11,0.14953271028037382,GOOD_FIX,1.0
test19.py,1,diff,8,0.14953271028037382,GOOD_FIX,1.0
test19.py,1,both,6,0.14953271028037382,GOOD_FIX,1.0
